"name","acronym","type","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt",,,,,,
"INAC","Contribution","Contribution","Contribution for promoting the safe use, development, conservation and protection of the North's natural resources","Contribution pour promouvoir l'utilisation sécuritaire, le développement, la conservation et la protection des ressources naturelles du Nord",80236525,77901525,80236525,77901525,67624571,64614571,20640021,20524468,20627921,20193156
"INAC","Contribution","Contribution","Contributions for eligible Aboriginal or other recipients for the purpose of providing advocacy and public education on a diverse range of issues related to the Indian Residential Schools Settlement Agreement","Contributions aux Autochtones ou autres bénéficiaires admissibles dans le but de faciliter la sensibilisation et l'information du public sur diverses questions liées à la Convention de règlement relative aux pensionnats indiens",4000000,3932987,4000000,3932987,3998788,3998788,5370968,5370968,3747000,3712794
"INAC","Contribution","Contribution","Contributions for emergency management assistance for activities on reserves","Contributions pour appuyer la gestion des urgences dans le cadre des activités dans les réserves",26759789,26759789,26759789,26759789,46016572,42302831,161262900,161258765,56340393,56307352
"INAC","Contribution","Contribution","Contributions for enhancing the financial management capability and networking facilities of the Government of Nunavut","Contributions visant à améliorer la capacité de gestion financière et les installations de réseaux du gouvernement du Nunavut",10677000,10677000,10677000,10677000,6280000,5500000,2735624,2723200,1365000,1364996
"INAC","Contribution","Contribution","Contributions for former students, their families, communities and groups of individuals for the purpose of facilitating regional or national Commemoration projects that address the Indian Residential Schools experience and provide the opportunity to share the initiative with family and community","Contributions aux anciens élèves, à leurs familles, à leurs collectivités et aux groupes dans le but de faciliter les projets de commémoration régionaux ou nationaux qui portent sur l'expérience dans les pensionnats indiens et qui permettent aux familles et aux collectivités de partager l'initiative",0,0,0,0,941736,0,10000000,2553143,17446857,11483638
"INAC","Contribution","Contribution","Contributions for Groups of Indian Residential School survivors who wish to resolve their claim as a group under the Independent Assessment Process","Contributions aux groupes de survivants des pensionnats indiens qui souhaitent régler leur réclamation de façon collective dans le cadre du processus d'évaluation indépendant",368622,129469,368622,129469,299325,299325,8848,0,483000,483000
"INAC","Contribution","Contribution","Contributions for promoting regional development in Canada's three territories","Contributions pour la promotion du développement régional dans les trois territoires du Canada",127746,127746,127746,127746,0,0,0,0,0,0
"INAC","Contribution","Contribution","Contributions for promoting the political, social and scientific development of Canada's three territories","Contributions pour la promotion du développement politique, social et scientifique dans les trois territoires du Canada",3147415,3147415,3147415,3147415,2658568,2658568,3511096,3511096,2510987,2510987
"INAC","Contribution","Contribution","Contributions for the legal and associated costs of Indian-related cases having the potential to become judicial precedents","Contributions pour faire les frais juridiques et autres frais des demandeurs dans des causes concernant les Indiens et susceptibles de faire jurisprudence",750000,165000,750000,165000,245956,245956,0,0,0,0
"INAC","Contribution","Contribution","Contributions for the purpose of consultation and policy development","Contributions au titre des consultations et de l'élaboration des politiques",25427156,25427156,25427156,25427156,24495398,24452388,27338078,27233485,29453287,28765065
"INAC","Contribution","Contribution","Contributions to beneficiaries and various implementing bodies for implementing comprehensive land claim agreements","Contributions aux bénéficiaires et à divers organismes de mise en oeuvre pour la mise en oeuvre d'ententes sur les revendications territoriales globales",177721352,176994936,177721352,176994936,190582683,190582683,202027527,202027526,213556359,213281787
"INAC","Contribution","Contribution","Contributions to First Nations for the management of contaminated sites","Contributions versées aux Premières nations pour la gestion de sites contaminés",55732144,47473236,55732144,47473236,58201999,58201999,17517194,17493315,29879185,29879185
"INAC","Contribution","Contribution","Contributions to First Nations institutions for the purpose of enhancing good governance","Contribution versée aux institutions des Premières nations dans le but de favoriser une saine gestion publique",9669433,9490304,9669433,9490304,10016936,10016936,10071861,10071861,10129396,10129396
"INAC","Contribution","Contribution","Contributions to First Nations, their organizations, provinces and third parties for interim measures and British Columbia Treaty related measures","Contributions aux Premières nations, à leurs organismes, aux provinces et aux tiers pour les mesures provisoires et les mesures couvertes par un traité de la Colombie-Britannique",1303866,521093,1303866,521093,3494293,1819316,3713286,3713064,6250505,4298005
"INAC","Contribution","Contribution","Contributions to implement the First Nations Land Management Act","Contributions pour la mise en ?uvre de la Loi sur la gestion des terres des Premières nations",10223445,10223445,10223445,10223445,9149008,9149008,9981331,9981331,15469512,15459912
"INAC","Contribution","Contribution","Contributions to Indian bands for land and estates management","Contributions aux bandes indiennes pour la gestion de leurs terres et de leurs successions",13911736,13911736,13911736,13911736,10458596,9731919,8497595,8440825,9359754,9359754
"INAC","Contribution","Contribution","Contributions to Indian bands for land management capacity building","Contributions aux bandes indiennes pour le perfectionnement de capacités de gestion foncière",0,0,0,0,7160760,7160760,8488142,8488142,8523048,8523048
"INAC","Contribution","Contribution","Contributions to Indian bands for registration administration","Contributions aux bandes indiennes pour l'administration de l'inscription",6379727,5561875,6379727,5561875,5703928,5703928,4923776,4923776,4966385,4789056
"INAC","Contribution","Contribution","Contributions to provincially and/or regionally based treaty commissions","Contributions à l'intention des commissions de traités provinciales et/ou régionales",2506383,2506383,2506383,2506383,2923971,2923971,2663000,2663000,0,0
"INAC","Contribution","Contribution","Contributions to support the Aboriginal Economic Development  Strategic Partnerships Initiative","Contributions à l'appui de l'Initiative de partenariats stratégiques pour le développement économique des Autochtones",0,0,0,0,5894845,5894845,14289786,14145561,15006269,15001321
"INAC","Contribution","Contribution","Contributions to support the basic organizational capacity of representative aboriginal organizations","Contributions pour appuyer la capacité organisationnelle de base des organismes représentant les Autochtones",21533890,21533890,21533890,21533890,22342430,22342430,28452765,28448914,29471917,29435198
"INAC","Contribution","Contribution","Contributions to support the building of strong governance, administrative and accountability systems","Contributions pour appuyer l'établissement de systèmes de gouvernement, d'administration et de responsabilisation solides",42333527,42333527,42333527,42333527,35881445,35881445,37679442,37595142,30062797,30043497
"INAC","Contribution","Contribution","Contributions to support the negotiation process for comprehensive, specific, and special claims and self-government initiatives","Contributions pour appuyer le processus de négociation visant les revendications globales, particulières et spéciales ainsi que les initiatives d'autonomie gouvernementale",50089616,49676963,50089616,49676963,49026803,49026803,44389364,44269048,44420947,43983808
"INAC","Contribution","Contribution","Contributions to the Inuit Art Foundation for the purpose of assisting Inuit artists and artisans from the Northwest Territories, Nunavut, Northern Quebec and Labrador in the development of their professional skills and marketing of their art","Contributions à la Fondation de l'art inuit pour aider les artistes et les artisans inuits des Territoires du Nord-Ouest, du Nunavut, du Nouveau-Québec et du Labrador à perfectionner leurs capacités professionnelles et à commercialiser leur art",458000,458000,458000,458000,458000,458000,458000,458000,114500,114500
"INAC","Contribution","Contribution","Contributions to the National Aboriginal Achievement Foundation","Contributions à la Fondation nationale des réalisations autochtones",917000,917000,917000,917000,817000,817000,817000,817000,817000,817000
"INAC","Contribution","Contribution","Contributions under the Aboriginal business Canada program","Contributions en vertu du programme Entreprise autochtone Canada",50282585,49429832,50282585,49429832,45164314,45164314,47410452,47402355,46406770,46030136
"INAC","Contribution","Contribution","Contribution to support access to healthy foods in isolated northern communities","Contribution pour appuyer l'accès aux aliments sains dans les collectivités isolées du Nord",0,0,0,0,0,0,60009376,57467786,62719627,62317423
"INAC","Contribution","Contribution","Federal interlocutor's contribution program","Programme de contributions de l'Interlocuteur fédéral",13504000,13079972,13504000,13079972,14320612,13640823,14092125,13985744,13450850,13296301
"INAC","Grant","Subvention","Grant for band support funding","Subvention pour le financement du soutien des bandes",146047844,146047841,146047844,146047841,150864979,150864979,151629492,151629492,151571905,151571905
"INAC","Grant","Subvention","Grant for the advancement of scientific knowledge of the North","Subvention pour le perfectionnement des connaissances scientifiques sur le Nord",1136000,1136000,1136000,1136000,1126000,1126000,1076000,1076000,1076000,1076000
"INAC","Grant","Subvention","Grants for Mi'kmaq education in Nova Scotia","Subvention pour l'éducation des Mi'kmaqs de la Nouvelle-Écosse",35431000,35431000,35431000,35431000,37178921,37178921,41969344,41969344,53842011,53842011
"INAC","Grant","Subvention","Grants for the Political evolution of the territories, particularly as it pertains to devolution","Subvention pour l'évolution politique des territoires, particulièrement en ce qui concerne le transfert des responsabilités",0,0,0,0,0,0,2227388,1450000,4194774,3387331
"INAC","Grant","Subvention","Grants to British Columbia Indian bands in lieu of a per capita annuity","Subventions aux bandes indiennes de la Colombie-Britannique tenant lieu d'une rente par habitant",300000,300000,300000,300000,300000,300000,300000,300000,300000,300000
